20,The dress you need when you want maximum glamour and glitz. Intricate handsewn 3D floral beadwork blooms allover our floor-sweeping gown designed in our iconic (and figure-flattering) blouson silhouette. We especially love the sheer illusion flutter sleeves and clean surplice neckline. The long skirt is finished with gentle pleats for added movement and sway on the dance floor. Sleek back zip closure.
21,None
22,"You'll be as beautiful as the stunning florals that bloom allover our floor-grazing gown crafted of a luxe crinkled mesh. We've added metallic threading so you'll really shine at your next celebration. All the fun details: a super flattering crossover neckline, floaty flutter sleeves and a deep side slit opening so you'll be ready to strike a pose on the dance floor. Back hook-and-eye and zip closure."
23,"Feminine and flirty, our wrap dress in a floral-printed metallic clip dot chiffon features a waist-defining self-tie belt and high/low skirt with cascading ruffle accent. All the details: delicately smocked shoulders and elbow sleeves with flared cuffs. An easy, year-round wrap dress that will become your wardrobe favorite."
24,Get ready to celebrate in our eye-catching special occasion gown featuring a delicately hand beaded mesh bodice that tops a full skirt in a woven taffeta with a dramatic self-tie belt. Were obsessed with the sheer illusion yoke and elbow sleeves and sweetheart neckline. Pleats along the long skirt provide added fullness. Bateau neckline and v-back. Sleek back zip closure. A party perfect style for wedding receptions and black-tie galas.
25,"Light up the night in our dazzling cocktail dress brilliantly fashioned from handsewn beadwork in an ombre scalloped pattern. We love the grosgrain ribbon shoulder straps with bow accents. All the details: no waist seam (so flattering) and a stretch knit lining for a comfortable fit. Get ready to sparkle at all your upcoming cocktail hours, holiday parties, wedding receptions and any other night a celebration is happening."
26,None
27,"This feminine sheath dress in our delicate lattice floral sequin embroidery, features a sleeveless illusion bateaux neckline and slim silhouette."
28,"Lightweight and feminine, we love the subtle glamour of our midi dress, in a striking metallic foil abstract print on crinkled mesh. Designed in an iconic wrap silhouette, featuring a flattering surplice neckline and sheer flutter sleeves. Sleek back zip closure."
29,"Florals come to life in this metallic style. This midi dress features all over 3D floral lace, a solid underlay, sheer neckline and skirt, and a fit and flare silhouette. A hidden zipper closure at the back completes this pretty lace dress. No matter the event, this feminine style will stun from day time events to evenings out."
30,"Sleeveless, with a high neckline and flared skirt, this embroidered midi dress by Adrianna Papell is timeless. The scattered sequins add sparkle and finesse. Pair with heels and a simple clutch for a sophisticated occasion-ready look."
31,"The dress you need for all your upcoming parties and celebrations. Our floor-sweeping dress is designed in a soft metallic crinkled mesh and is accented a self-tie bow to accentuate your figure. Details we love: the delicate spaghetti straps and cowl neck. Your perfect dose of glamour for wedding receptions, holiday parties and black-tie galas."
32,"Modern, elegant and exquisite, our floor-sweeping gown crafted in a shiny woven satin crepe is designed with a flattering and feminine surplice neckline and a romantic cascading ruffle accent. All the details: cap sleeves and seamed waist tops the long skirt with ruched details for added texture. A go-to style whether you're a bridesmaid or best-dressed guest.yes"
33,"Classic elegance gets a royal makeover in our modern-day tuxedo dress expertly crafted in a luxurious and shimmering metallic foiled jersey fabric. All the details: shawl collar, surplice neckline, long sleeves and slightly padded shoulders. A self-tie belt tops the faux wrap A-line skirt. Back hook-and-eye/zip closure. A striking look you'll wear on repeat to so many special occasions."
34,"Timeless yet modern, our stunning sleeveless sheath day dress is crafted of a metallic stretch jersey knit and is gently fitted in all the right places. This chic and versatile style is designed with an asymmetrical neckline with twist detail and a ruched bodice for textural interest. Back hook-and-eye/zip closure. We love this for cocktail hours, date nights and wedding receptions."
35,"Feminine and timeless, this versatile and figure-flattering dress is cut from a soft, smooth and lustrous satin crepe fabric in a graceful wrap silhouette. Designed with floaty flutter sleeves and a flirty high/low hemline. Sleek back zip closure. Our go-to wrap dress is the perfect choice for every occasion and season."
36,"A classic menswear-inspired tuxedo midi dress in a soft stretchy velvet fabric that easily takes you from the office to a night out. Details we love: the flattering surplice neckline, satin shawl collar, long sleeves with modified shoulder pads and a draped faux wrap skirt. The look is finished with a figure-flattering tie waist. Back hook-and-eye/zip closure. A go-to look for cocktail parties, dinners dates, fundraising galas and wedding receptions."
37,"Striking both coming and going, our sheath dress is crafted of a luxe stretch knit crepe and elevated with sheer chiffon three-quarter sleeves with elastic cuffs and shirred chiffon back with keyhole opening and tie closure. The perfect dress for all your events on your calendar. Princess seaming for a tailored shape. Sleek back hook-and-eye/zip closure. Fully lined."
38,"This elegant dress from Adrianna Papell boasts a beautifully sleek design suited to wide variety of occasions. Featuring a flattering mesh halter neckline and a sleeveless embroidered bodice and skirt on a slim column silhouette, this is the perfect main piece to wear when attending the best events of the season: a ball, red carpet, or black-tie event."
39,"Poised and elegant, a timeless off-the-shoulder silhouette with a knit crepe bodice and soft, flowing skirt. For evenings out, weddings, and every occasion that calls for celebration. This dress pairs perfectly in your bridal party. As a bridesmaids dress this mixes perfectly with our beaded blouson styles or together with our chiffon bridesmaid collection."
40,"Flaring out at the hem for added movement, this knee-length dress from Adrianna Papell is framed with a tie neckline and short sleeves. Soft and comfortable in stretch crepe, it's an all-arounder for smart events and dinner dates."
41,"Looking for a dress for all occasions? This versatile and comfortable day dress by Adrianna Papell is the perfect answer. This dress is the perfect length to be dressed up or down. With a hidden zip closure and a soft and fitted overlay, this dress has all the features for daily wear. Wear with boots for the day or heels and a dainty belt to create a more elegant evening look. AP1D104631"
42,"A menswear-inspired style created with a dazzling display of handsewn beadwork is all about the glam and glitz. Were obsessed with this curve-hugging, tuxedo-style cocktail dress detailed with a chic halter collar with a deep v-neckline and shawl collar. This elegant dress will be the center of everyone's attention."
43,"Our distinctly feminine sheath dress is blooming with a pretty mix of florals on a knit mesh overlay and is a perfect choice for a night out. Wea re loving the sheer illusion yoke, modern bateau neckline and elbow sleeves with bell cuffs. Flirty v-back. Finished with a back hook-and-eye/zip closure. A definite best dressed guest option at wedding receptions and black-tie galas."
44,"love with the ruffled mock neckline with ribbon bow and ruched accents and the floaty flutter sleeves. The midi skirt is cut on the bias providing the fluid, drapey fit. Back hook-and-eye/zip closure. A versatile choice for weekend brunch, dinner dates, baby/bridal showers and wedding receptions."
45,"For a refined and glamorous look, this floor-sweeping gown hits all the requirements. Designed in our iconic blouson silhouette, which gently fits the bodice and then billows over it (so flattering), and sweetly embellished with allover hand sewn beadwork in a delicate floral pattern. Weve added plenty of pleats along the skirt for added fullness and sway. Details: a romantic sweetheart neckline and sheer illusion short sleeves Perfect for mothers-of-the bride or groom, wedding parties and black-tie gala attendees."
46,"Keeping things feminine and neat with the no fuss details, this Adrianna Papell satin knee length crepe dress is the perfect choice for a birthday brunch, anniversary lunch or special work event. Featuring a halter neck with bow tie, adding style and sophistication. Compliment with bold accessories on its plain canvas."
47,"A stunning look to wear to all your special occasions. Our timeless and iconic fit-and-flare dress is made from a striking woven jacquard fabric in a striking floral design. Dramatic box pleats at the waist shapes this dress. Details: a flatting scoop neckline with notched detail. Perfect to wear here, there and everywhere."
48,"Flowing, breezy and vibrant in chic florals, our effortless chiffon dress, with playful tiers and hints of shimmering metallic thread. Accented with graceful long sleeves and a flattering v-neckline. Add to closet, asap. AP1E209660"
49,"Romantic and pretty, this chiffon maxi gown features ruffles flowing down the skirt, This dress by Adrianna Papell is truly flattering with the figure hugging waist and waterfall capelet sleeves. Team with wedges or heels and simple accessories to complete your style."
50,"Printed Tie Neck Sleeveless Halter Dress. Our iconic fit-and-flare dress, designed in an ultra-flattering sleeveless halter style in a classic floral pattern. Detail We Love: the chic tie at the neckline. AP1D104621"
51,"Modern and easy-fitting, our floor-sweeping dress is designed with a bold floral print on stretch woven chiffon fabric. A faux wrap bodice tops a long, flowing skirt with pleating along the waist for added fullness. All the details: long sleeves with bell cuff and a waist-defining self-tie belt. A chic option for so many occasions."
52,"Infused with an elegance and flair that is sure to empower, Adrianna Papell graces their collection once again with floral embroidery. With a slip bandeau lining, the boat neckline, peplum sleeves and scalloped hem make up the profile of this dress. Wrapped in floral hues of black and gold, this style is ideal from day events and occasions. Pick out a colour from the dress and match it with single strap heels and a small clutch."
53,"Striking and bold, a gorgeous metallic stretch jersey knit fabric lend a shimmering effect to this floor-sweeping gown. Designed with a super-flattering ruched crisscross bodice and pleated long skirt to create textural interest. All the chic details: delicate spaghetti straps and plunging v-neckline. Wear here, there and everywhere."
54,"The coverup? that gets invited to every party: in a shimmering metallic? knit that's unbelievably lightweight and flowy, with a seriously chic self-tie bow at the front. A holiday closet requirement."
55,Make it a night to remember in our short cocktail dress designed with blooms of floral embroidery and hints of sequins on mesh fabric. Grosgrain ribbon shoulder straps top the flattering no waist seam silhouette and flounce hem. Sweetheart neckline. Sleek back zip closure.
56,"A modern shift dress in a sleek stretch jersey fabric with lightweight and airy chiffon overlay. Weve designed this shift dress with clean lines that streamline your figure and a floaty ruffled capelet. Back hook-and-eye zip closure. Versatile and unique, this dress is perfect for so many occasions."
57,"Twirl the night away at your next party in this showstopping shift dress, dripping with sparkling (and dramatic) rows of hand-beaded fringed trim. This statement-making style is designed with delicate spaghetti straps, a flattering no waist seam and a sleek back zip closure. A perfect choice for cocktail parties, rehearsal dinners, holiday soirees and wedding celebrations. Full knit lining for comfort."
58,"Classic and made with figure-flattering details, our wrap-inspired dress is crafted of a luxe stretch metallic knit with the perfect amount of shimmer for every celebration. We love the surplice neckline, three-quarter sleeves and wrap skirt with tulip hem. Finished with asymmetrical ruching for textural interest. Back hook-and-eye/zip closure. Perfect to wear in all seasons to date nights, parties and wedding receptions."
59,"Striking and graceful, our off-the-shoulder gown is crafted of a luxe stretch velvet with a distinctively soft feel and beautiful drape. Were obsessed with the artfully placed sparkling handsewn beadwork along the cuffs for added glamour. This curve-hugging silhouette is eased at the slightly flared hem. Finished with ruched detailing along the bodice for textural interest. Details: long sleeves and sleek back zip closure."
60,"The perfect sleeveless dress you'll be reaching for all season long. A gorgeous floral print on a lightweight woven chiffon falls gracefully from a flattering v-neckline with delicate pleating. A seamed waist tops a long, flowy skirt with pleats for added movement and sway. Back hook-and-eye/zip closure. Perfect to wear here, there and everywhere."
61,"You will be the toast of the town in our pull-on dress crafted of a lightweight floral printed foiled chiffon. Designed in our iconic blouson silhouette, this party ready dress features a gathered mock collar and halter neckline with tie back. Comfortable back elastic waist. The midi skirt is cut on the bias for a beautiful drape."
62,"Make it a night to remember in our floral jacquard halter dress. Designed in a woven metallic jacquard fabric with a bold floral pattern, this chic style is designed with a flattering fit-and-flare silhouette. We love the ruffled accent along the neckline and arm holes and the sleek side pockets. (so convenient.) Wear it here, there and everywhere."
63,Elevate your party style with our chic and feminine midi cocktail that is beautifully accented with sparkling hand beadwork in a delicate floral pattern. We’re obsessed with plunging sweetheart neckline with a mesh panel for added coverage and the sheer illusion short flutter sleeves. This dress is shaped with a gently fitted bodice with banded waist and pleated skirt that will move beautifully with every step.
64,"Gracefully draped with a lightly flared hem for a form-flattering profile, this full-length gown from Adrianna Papell is the ideal choice for black tie events and special occasions. In an elegant halter neckline-inspired design, it is soft and easy to care for thanks to its blend of fibres. Add occasion heels and delicate jewellery. AP1E209234"
65,"You will be a showstopper at all your events in our floor-sweeping, figure-skimming gown crafted of a slinky metallic stretch jersey knit. We love the flirty off-the-shoulder silhouette while the super-flattering ruching adds a little something extra to the side. Sleek back zip closure. A stunning look for bridesmaids, wedding guests and black-tie attendees."
66,"A scalloped, art deco pattern filled with sparkling sequins and beading adorns this evening gown, which also features a flattering v-neckline, back-zipper closure and a blouson bodice. Add a pair of sparkling earrings to this beautiful beaded dress to seal the deal on a stellar special occasion look. A stunning option for everything from a beach wedding, to prom or special events."
67,"This ballerina style dress, with a fit and flare design is a perfect addition to your wardrobe for that special occasion. Featuring a mesh waterfall skirt, and scattered sequins, team with statement block heels and bold clutch to complete your look."
68,"This versatile dress from Adrianna Papell ticks all the boxes. Featuring a fit and flare silhouette and a white floral pattern, it’s a great option for smart events, formal dinners, and special occasions. Add a pair of sparkling stud earrings, a beautiful bracelet, and heels to this dazzling dress to create a stylish look for the autumn and winter seasons. AP1D104617"
69,"Striking, refined and elegant: Get ready for your next special occasion (and look like an A-lister) in our floor-sweeping, streamlined column gown treated to allover delicate soutache ribbon embroidery detailed with sprinkles of glittering hand sequined accents. Beautifully designed with shirred sheer cap sleeves, a modern square neckline and seamed waist to flatter your figure. Slip into this dress for your next black-tie gala or wedding reception."
70,"Our classically feminine gown crafted in a lightweight woven satin crepe is designed in a one-shoulder silhouette with a dramatic ruffled neckline. Soft pleating along the skirt provides added sway and movement. Finished with a self-tie belt and sleek side zip closure. We love this for bridesmaids, wedding guests and black-tie gala attendees."
71,"Make a striking entrance at your next party. Our glamorous cocktail dress shimmers with allover handsewn beadwork on a mesh knit overlay. We're obsessed with the delicate and feminine cowl neck. All the details: sleeveless, back zip closure. Get ready to receive a ton of compliments. An easy add-to-cart for your next holiday party, wedding reception and black-tie gala."
72,"Feminine and effortlessly cool, our midi dress is crafted in a lightweight silky satin and crepe and is sure to be a hit at so many special occasions. Fitted through the waist and then gently flares out below the hips, this fit-and-flare dress is finished with a covered-button front, v-neckline with shirred details, empire waist and three-quarter sleeve with bell cuffs. Back hook-and-eye/zip closure. Perfect to wear here, there and everywhere."
73,"Iconic and chic, in a streamlined shape, our Guipure lace dress is accented with handsewn crystal accents for added shine. Details: modern v-neckline, cap sleeves and banded waist. A standout dress for cocktail parties (guests and hosts), mothers-of-the-bride/groom and all the wedding guests."
74,"Shimmering and striking, youll make a stylish statement at all your special events in our floor-sweeping column gown that hugs your curves in all the right places. Were obsessed with the one-shoulder silhouette and the dazzling display of handsewn 3D floral beadwork that dances allover a layer of luxe mesh. Sleek side zip closure."
75,"Striking and glamorous, our long lace gown is accented with sequins for a light touch of sparkle. Designed with graceful lines and expert tailoring, this fit-and-flare gown has a feminine bateau neckline and extended shoulders for modified coverage. Princess seaming for a structured shape that eases to a flared hem. Sleek back zip closure."
76,"Feminine and timeless, our long column gown is fashioned from corded embroidery in a floral pattern and sprinkled with handsewn glittered sequins. All the details: sheer illusion yoke and elbow sleeves with scalloped bell cuffs and a clean v-neck and back. Sleek back hook-and-eye/zip closure. An elegant choice for mothers-of-the-bride/groom and black-tie gala attendees."
77,"Lightweight and airy, our faux wrap long gown features an eye-catching watercolor floral print on an easy-fitting metallic mesh. We love the figure-flattering faux wrap bodice with pleated detail and the softly draped modified mermaid skirt with front slit opening. All the details: chic sheer flutter sleeves and back zip closure."
78,"This classic sleeveless tuxedo style dress in our Knit Crepe fabric, features a satin shawl collar with surplice neckline, tie waist, and faux wrap a-line skirt."
79,"Easy to wear in an A-line silhouette, this midi dress by Adrianna Papell is accented with pretty illusion details. Framed with a flatterig boat neckline and angel sleeves, it is perfect for that fancy event you've got coming up."
80,"Eternally elegant, this is a gown youll wear again and again, designed in a striking one-shoulder mermaid silhouette. Shimmering metallic mesh creates a sparkling, streamlined silhouette ideal for virtually any celebration."
81,"Feminine and ethereal, our fit-and-flare gown in a luxe woven chiffon blooms with a romantic floral pattern. We love the chic cutaway halter neckline and the playful and flirty crisscross bodice. The long skirt is finished with a self-tie belt and delicate pleating for added sway and movement. Back hook-and-eye/zip closure. We love this for wedding celebrations and easily packs for vacation."
82,"Elegant and chic, our timeless sheath dress featuring allover handsewn beadwork in an exquisite pattern is ready to sparkle on any occasion. Designed in our iconic blouson silhouette to hug your waist and then gently billow over it. All the details: dainty spaghetti straps, flattering v-neckline. We love this for every minute of wedding season."
83,"All eyes will be on you at your next special occasion when wearing this bold, long gown with exquisite, handsewn beadwork. A streamlined silhouette is eased with gently pleating at the hem for added movement and sway. Long sleeves and back zip closure."
84,"Our timeless and unforgettable fit-and-flare dress is crafted from a floral metallic jacquard and features delicate ruffles along the neckline and armholes. Shaped with princess seaming and a pleated skirt with high/low hem. Sleek back hook-and-eye/zip closure. A classic look for wedding receptions, galas and fundraisers."
85,"Our iconic midi sheath dress gets glamorous with delicate hand sequined embellishments and 3D floral embroidery for a feminine look and feel. We love the chic off-the-shoulder silhouette. Back hook and zip closure. An easy add-to-cart for your next cocktail hour, bridal shower, rehearsal dinner or black-tie gala."
86,"A classic sleeveless sheath dress gets updated with a modern twist: a stunning two-tone floral embroidered pattern and is sure to become a favorite in your special occasion rotation. Designed to hit above your knee with a tailored fit and sleek back zip closure. We love this for brunch, dinner dates, bridal showers and wedding receptions."
87,"Classic and feminine, our fit-and-flare midi dress is crafted of an inherently soft velvet knit fabric and is treated to pearl accents along the mock neckline. Sleek back zip closure. A festive look at cocktail parties, holiday gatherings and wedding receptions."
88,"Our iconic fit and flare cocktail dress, designed in rich, shimmering jacquard with a soft bateau neckline. This party dress features a v-back. Details We Love: the modern floral print and pockets! This dress is great for a rehearsal dinner, bridal shower or semi formal wedding guest."
89,"Classic and chic, were obsessed with this shimmering day dress in a soft and luxe stretch velvet knit fabric with a flattering A-line fit. All the details: modern crew neckline, elbow sleeves and a waist-defining self-tie. Back hook-and-eye/zip closure. A wardrobe staple for brunch dates, cocktail hours, wedding receptions and any time you are celebrating."
90,"A stunning look to wear to all your special occasions. Our timeless and iconic fit-and-flare dress is made from a striking woven jacquard fabric in a striking floral design. Dramatic box pleats at the waist shapes this dress. Details: a flatting scoop neckline with notched detail. Perfect to wear here, there and everywhere."
91,"Make a statement at your next occasion or even while on vacation. Bold florals bloom all over this sleeveless halter gown made of a luxe woven chiffon. Obsessed with the modern mock neckline, shirred bodice, asymmetrical banded waist with pretty pleats that add fullness to the soft skirt. Sleek back zip closure. A best guest option for wedding receptions and black-tie galas."
92,"Feminine and effortless, our knee-length dress is crafted in a lightweight silky satin and is sure to be a hit at so many special occasions. Fitted through the waist and with a fluid skirt, this a-line dress is finished with a beautiful cowl neckline, adjustable spaghetti straps, back hook-and-eye/zip closure. A perfect dress for many occasions, from a formal dinner, drinks, or even perfect for a bridesmaid."
93,"Iconic with a fun update: our menswear-inspired style designed in a luxe stretch knit crepe that is both elegant and comfortable. We love the elongated notched collar with surplice neckline, faux satin-covered double-breasted button front, long sleeves and slightly padded shoulders. Back hook-and-eye/zip closure."
94,"Modern and sleek, our iconic jumpsuit is crafted from a luxe stretch knit crepe and features a feminine off-the-shoulder neckline and a dramatic self-tie belt with piped detail. Details we love: the modern elbow sleeves and wide-leg pants. A flattering style to wear here, there and everywhere."
95,"Lightweight and lighthearted, our long gown in a flowy and soft chiffon fabric features an eye-catching floral print. Designed with a wrap bodice with pleated detail that tops a long, shirred skirt with front slit for added drama. Sheer long sleeves with elastic flare cuffs. Finished with a self-tie belt to accentuate your waist."
96,"Modern and iconic, our fit-and-flare midi dress is crafted of a lightweight woven crepe with sheer illusion mesh inserts. Modern bateau neckline, convenient side pockets and back hook-and-eye zip closure. Be best dressed at cocktail parties, bridal showers, wedding receptions and any other celebratory occasion."
97,"You will be twinkling under the lights and stars in our floor-grazing gown as sparkling sequins and burnout velvet appliques in a floral pattern work beautifully together. All the details: a chic mock neckline, extended cap sleeves and back zip closure."
98,"Add an instant dose of glamour at any event in our floor-sweeping halter gown that is crafted of a sleek woven satin crepe. Designed in our iconic blouson silhouette that gently hugs your waist and then billows over for a figure-flattering shape on everyone. Sleek back zip closure. An elegant choice for bridesmaids, wedding guests and black-tie gala attendees."
99,"Classic and striking, our long gown is cut from a sumptuous woven satin crepe that gently hugs your figure and then flares out to a graceful mermaid hem. We love adjustable spaghetti straps that tie for a perfect fit. Finished with a deep side slit opening for ease of movement. Sleek back zip closure. A timeless gown that's perfect for bridesmaid wear or must-have addition to your special occasion wardrobe."
100,"Striking and elegant, designed in a rich stretch velvet. This body-hugging column gown has a sexy one-shoulder silhouette with sparkling beaded trim and side ruching for textural interest. We've added a hint of stretch for a smooth, comfortable fit. Sleek side zip closure."
101,"Create a high impact look at your next formal event when you choose this beautiful, beaded evening dress. For that upcoming wedding or gala, this special occasion gown features a blouson bodice, sparkling scalloped beading, and a flowing straight skirt. The back features a zipper closure and keyhole detail. Pair this beautiful sleeveless evening dress with chandelier earrings and a sleek metallic clutch for a jaw-dropping look sure to turn heads all evening."
102,A classic sheath dress accented with delicate lace and hand embroidery. Details We Love: the shimmering pattern work.
103,"Striking, chic and wearable on repeat: a shimmering knit dress with chic metallic threads that create an allover glow. All the details: keyhole accents, sheer illusion sleeves and a flattering self-tie belt."
104,"Lightweight and airy, this effortlessly chic midi dress in a crinkled knit fabric with touches of metallic threading is the perfect choice for literally every occasion. We love the eye-catching watercolor print on this timeless fit-and-flare dress. Ruffled shoulders, jewel neckline and a sleek back zip closure. This is a beautiful choice for a cocktail, special occasions, wedding guest, brunch or bridal shower."
105,"Alluring and glittering, this metallic mesh midi dress with a sophisticated halter neck will amp up your style and is must for any special birthday or brunch with the girls. Cinched in at the waist, this piece is flattering and elegant, all you need are your staple black heels and clutch."
106,"A gown destined for greatness. Crafted of a shimmering metallic knit mesh, this striking and chic gown features a halter neckline with shirring and a sexy center cutout. A figure-flattering wide banded waist gives this dress is fitted shape and then we've added pleats to loosen the skirt for added movement. Sleek back zip closure. You'll be party ready in an instant."
107,Sleek yet playful with so many romantic details: stunning 3D floral petals that are sprinkled with hand sequined accents float across our stunning fit-and-flare cocktail dress made in a lightweight knit mesh. We’re obsessed with the high/low hemline which makes walking (and dancing) more dramatic. Perfect for every minute of wedding season.
108,"Constantly obsessed with this cocktail dressdesigned in our signature blouson (ultra-flattering) fit, which streamlines the waist and drapes easily over it. Accented with the most shimmery beads, in a cocktail-party-perfect length. Detail We Love: the subtle but striking pattern."
109,None
110,"Easy-fitting and effortlessly chic, our stretch chiffon pull-on dress in a vibrant floral print has all the feminine vibes and looks amazing on everyone. We love the trendy mock halter neckline with soft shirring and self-tie back and the figure-flattering blouson bodice. The midi skirt is cut on the bias giving it more fluidity. A forever favorite you'll be reaching for again and again."
111,"Simply elegant and timeless, our floor-grazing column gown is designed from a soft, smooth and lustrous woven satin crepe. We're obsessed with the shoulder-baring crisscross halter neckline with ruching detail. The slim skirt is eased with gentle pleating. Sleek back hook-and-eye/zip closure. We love this for all of the wedding events and black-tie galas."
112,"Versatile, timeless and super flattering, our midi sheath dress is a perfect choice for every occasion and season. We're loving the stretch metallic jacquard fabric in a fresh floral pattern. The triangle-shaped front keyhole and waist pleats bring an appealing element. Front slit opening for ease of movement. Sleek back hook-and-eye/zip closure."
113,"Our classic and feminine pull-on shift dress in a lightweight and airy woven chiffon. Were loving the flirty ruffed tiered flutter sleeves. Modern v-neckline and back. A go-anywhere dress youll want to wear here, there and everywhere."
114,"Versatile and figure-flattering, our sheath cocktail dress is hand-beaded to perfection and designed in our iconic blouson silhouette. All the chic details: a wrap bodice, sheer illusion dolman sleeves. Sleek back zip closure. A perfect choice for cocktail hours, wedding receptions and so many of your special occasions."
115,A true work of art. Intricate lace in a stunning scroll pattern brings adds a feminine touch to our floor-grazing gown. Designed in a figure-hugging silhouette with a popover accent for an elegant yet flirty look. Love this for wedding receptions and black-tie galas.
116,"Classic, refined and simple. Our woven satin crepe gown is positively beautiful for every event on your calendar. A gently draped cowl neckline and dramatic cascading ruffle add texture and dimension. Delicate spaghetti straps and back hook-and-eye zip closure."
117,"For the ultimate in a flattering silhouette, our timeless wrap dress crafted of a luxe stretch jersey fabric is your wardrobe essential. The wrap bodice goes across your body, forming a striking neckline. The sparking beading along the cuffs gives this versatile style an elevated finish. Back zip closure."
118,Lightweight and unbelievably comfortable in a shimmering foiled textured jersey knit that sparkles with every turn. This striking (and flattering) long column gown with a no waist seam design features beautiful draping that adds liquid-like flow. All the details: scoop neckline and sexy slit opening. Sleek back zip closure.
